date,open,high,low,close,volume
2023-12-29 06:15:00,163.92,163.92,163.92,163.92,15.0
2023-12-29 05:15:00,163.46,163.46,163.46,163.46,43.0
2023-12-29 04:45:00,163.75,163.83,163.75,163.77,61.0
2023-12-29 04:30:00,163.82,163.82,163.82,163.82,4.0
2023-12-29 04:15:00,163.78,163.78,163.78,163.78,1.0
2023-12-28 19:45:00,163.89,164.0,163.81,163.81,504.0
2023-12-28 19:30:00,163.71,163.86,163.71,163.85,47.0
2023-12-28 19:15:00,163.9,163.9,163.71,163.71,11.0
2023-12-28 19:00:00,163.75,163.88,163.75,163.85,333911.0
2023-12-28 18:45:00,163.9,163.9,163.9,163.9,10.0
2023-12-28 18:30:00,163.75,163.75,163.75,163.75,333907.0
2023-12-28 18:15:00,163.95,163.95,163.95,163.95,1.0
2023-12-28 17:45:00,163.7,163.7,163.7,163.7,159.0
2023-12-28 17:30:00,163.98,163.98,163.77,163.77,74.0
2023-12-28 17:15:00,163.98,163.98,163.98,163.98,1.0
2023-12-28 17:00:00,163.75,163.75,163.7,163.7,2650.0
2023-12-28 16:45:00,163.77,163.77,163.75,163.75,11410.0
2023-12-28 16:30:00,163.75,163.88,163.7,163.7,51.0
2023-12-28 16:15:00,163.75,163.9485,163.74,163.9485,105.0
2023-12-28 16:00:00,163.77,163.88,163.51,163.88,1036090.0
2023-12-28 15:45:00,163.82,163.83,163.49,163.75,299028.0
2023-12-28 15:30:00,163.82,163.84,163.65,163.83,143536.0
2023-12-28 15:15:00,163.83,163.96,163.77,163.81,110639.0
2023-12-28 15:00:00,163.845,163.9,163.77,163.83,56367.0
2023-12-28 14:45:00,163.78,163.86,163.76,163.8412,42075.0
2023-12-28 14:30:00,163.77,163.86,163.72,163.77,39708.0
2023-12-28 14:15:00,163.85,163.8799,163.7162,163.75,38433.0
2023-12-28 14:00:00,163.79,163.87,163.77,163.855,35102.0
2023-12-28 13:45:00,163.7,163.84,163.7,163.7873,35241.0
2023-12-28 13:30:00,163.7,163.84,163.66,163.69,29450.0
2023-12-28 13:15:00,163.69,163.8,163.68,163.69,49866.0
2023-12-28 13:00:00,163.5899,163.7,163.47,163.675,86484.0
2023-12-28 12:45:00,163.54,163.6,163.53,163.58,63842.0
2023-12-28 12:30:00,163.46,163.55,163.44,163.53,27226.0
2023-12-28 12:15:00,163.49,163.57,163.46,163.475,31685.0
2023-12-28 12:00:00,163.55,163.58,163.47,163.48,40300.0
2023-12-28 11:45:00,163.62,163.64,163.5,163.54,36358.0
2023-12-28 11:30:00,163.71,163.7417,163.5557,163.59,28433.0
2023-12-28 11:15:00,163.62,163.77,163.59,163.7225,34698.0
2023-12-28 11:00:00,163.6,163.67,163.55,163.63,42821.0
2023-12-28 10:45:00,163.8619,163.9446,163.59,163.59,94433.0
2023-12-28 10:30:00,163.796,163.88,163.71,163.83,43713.0
2023-12-28 10:15:00,163.765,163.89,163.76,163.8,36107.0
2023-12-28 10:00:00,163.49,163.84,163.4,163.75,77723.0
2023-12-28 09:45:00,163.505,163.725,163.45,163.49,56222.0
2023-12-28 09:30:00,163.96,163.96,163.46,163.5,104961.0
2023-12-28 09:15:00,163.415,163.87,163.415,163.87,1565.0
2023-12-28 09:00:00,163.43,163.65,163.0392,163.58,112.0
2023-12-28 08:45:00,163.58,163.58,163.237,163.237,43.0
2023-12-28 08:30:00,162.98,163.46,162.98,163.46,204.0
2023-12-28 08:15:00,163.43,163.58,163.23,163.5208,16.0
2023-12-28 08:00:00,163.53,163.7,163.12,163.44,134.0
2023-12-28 07:45:00,163.4,163.58,163.4,163.44,40.0
2023-12-28 07:30:00,163.33,163.44,163.17,163.44,140.0
2023-12-28 07:15:00,163.46,163.68,163.45,163.62,133.0
2023-12-28 07:00:00,163.47,163.54,163.12,163.51,350.0
2023-12-28 06:45:00,163.24,163.24,163.24,163.24,2.0
2023-12-28 06:30:00,163.32,163.32,163.24,163.24,37.0
2023-12-28 06:00:00,163.43,163.44,163.43,163.44,7.0
2023-12-28 05:15:00,163.2,163.2,163.08,163.09,136.0
2023-12-28 05:00:00,163.11,163.11,163.11,163.11,5.0
2023-12-28 04:45:00,163.31,163.31,163.11,163.11,2.0
2023-12-28 04:30:00,163.64,163.64,163.31,163.31,91.0
2023-12-28 04:00:00,163.7,163.7,163.7,163.7,100.0
2023-12-27 19:45:00,163.48,163.48,163.47,163.47,84.0
2023-12-27 19:30:00,163.45,163.64,163.45,163.64,16.0
2023-12-27 19:15:00,163.28,163.64,163.26,163.64,28.0
2023-12-27 19:00:00,163.46,163.46,163.46,163.46,660906.0
2023-12-27 18:45:00,163.48,163.48,163.46,163.46,3.0
2023-12-27 18:30:00,163.46,163.46,163.46,163.46,660906.0
2023-12-27 18:15:00,163.26,163.64,163.26,163.64,236.0
2023-12-27 18:00:00,163.465,163.465,163.22,163.22,42.0
2023-12-27 17:45:00,163.21,163.48,163.21,163.48,4.0
2023-12-27 17:30:00,163.46,163.46,163.21,163.21,29.0
2023-12-27 17:15:00,163.46,163.46,163.21,163.21,8.0
2023-12-27 17:00:00,163.46,163.46,163.46,163.46,35.0
2023-12-27 16:45:00,163.68,163.68,163.46,163.46,19.0
2023-12-27 16:30:00,163.48,163.68,163.2,163.46,227801.0
2023-12-27 16:15:00,163.46,163.68,163.39,163.68,257.0
2023-12-27 16:00:00,163.46,163.56,162.84,162.84,2665184.0
2023-12-27 15:45:00,163.13,163.47,163.01,163.46,356553.0
2023-12-27 15:30:00,163.21,163.295,163.11,163.13,59314.0
2023-12-27 15:15:00,163.26,163.295,163.16,163.22,45137.0
2023-12-27 15:00:00,163.09,163.28,163.04,163.262,48117.0
2023-12-27 14:45:00,163.02,163.1,162.9501,163.08,60681.0
2023-12-27 14:30:00,163.11,163.13,163.0,163.01,34062.0
2023-12-27 14:15:00,163.09,163.2742,163.06,163.1364,39803.0
2023-12-27 14:00:00,163.285,163.285,162.9603,163.11,66967.0
2023-12-27 13:45:00,163.335,163.415,163.3,163.325,29378.0
2023-12-27 13:30:00,163.28,163.33,163.21,163.33,27455.0
2023-12-27 13:15:00,163.435,163.435,163.23,163.26,35894.0
2023-12-27 13:00:00,163.3,163.56,163.28,163.42,95745.0
2023-12-27 12:45:00,163.34,163.38,163.28,163.32,34039.0
2023-12-27 12:30:00,163.43,163.45,163.2561,163.34,40433.0
2023-12-27 12:15:00,163.485,163.5241,163.42,163.44,35852.0
2023-12-27 12:00:00,163.5,163.52,163.41,163.48,51913.0
2023-12-27 11:45:00,163.62,163.64,163.47,163.5,40012.0
2023-12-27 11:30:00,163.4278,163.635,163.4215,163.63,39158.0
2023-12-27 11:15:00,163.27,163.46,163.24,163.4295,60797.0
2023-12-27 11:00:00,163.09,163.29,163.08,163.2601,32212.0
2023-12-27 10:45:00,163.18,163.21,163.0559,163.09,50434.0
2023-12-27 10:30:00,163.2494,163.36,163.15,163.18,47125.0
2023-12-27 10:15:00,163.45,163.5248,163.14,163.28,79878.0
2023-12-27 10:00:00,163.06,163.49,162.9,163.4217,87586.0
2023-12-27 09:45:00,162.685,163.16,162.68,163.075,44743.0
2023-12-27 09:30:00,163.14,163.28,162.68,162.695,117039.0
2023-12-27 09:15:00,163.35,163.35,163.09,163.09,388.0
2023-12-27 09:00:00,163.23,163.44,163.23,163.35,144.0
2023-12-27 08:45:00,163.3,163.4,163.23,163.38,981.0
2023-12-27 08:30:00,163.3,163.5,163.2623,163.2623,195.0
2023-12-27 08:15:00,163.52,163.52,163.25,163.25,376.0
2023-12-27 08:00:00,163.24,163.86,162.9392,163.45,310.0
2023-12-27 07:45:00,163.45,163.48,163.4,163.43,122.0
2023-12-27 07:30:00,163.4,163.4,163.4,163.4,13.0
2023-12-27 07:15:00,163.39,163.39,163.39,163.39,24.0
2023-12-27 07:00:00,163.3,163.35,163.3,163.35,96.0
2023-12-27 06:45:00,163.18,163.28,163.18,163.28,119.0
2023-12-27 06:30:00,162.97,163.18,162.97,163.18,15.0
2023-12-27 06:00:00,163.0,163.0,162.97,162.97,2.0
2023-12-27 05:45:00,163.18,163.18,163.18,163.18,1.0
2023-12-27 05:30:00,163.2,163.2,163.2,163.2,23.0
2023-12-27 05:15:00,163.18,163.18,163.18,163.18,2.0
2023-12-27 05:00:00,163.18,163.22,163.18,163.22,4.0
2023-12-27 04:45:00,162.97,163.18,162.97,163.18,15.0
2023-12-27 04:15:00,163.17,163.38,163.01,163.01,18.0
2023-12-26 19:45:00,163.19,163.2,163.0,163.0,121.0
2023-12-26 19:30:00,163.21,163.21,163.19,163.19,502.0
2023-12-26 19:15:00,163.21,163.21,163.21,163.21,69.0
2023-12-26 19:00:00,163.21,163.4,163.2,163.21,261659.0
2023-12-26 18:30:00,163.21,163.38,163.21,163.38,261445.0
2023-12-26 18:15:00,163.05,163.21,163.05,163.21,5.0
2023-12-26 18:00:00,163.21,163.4,163.2,163.3,564.0
2023-12-26 17:45:00,163.21,163.21,163.0,163.21,41.0
2023-12-26 17:30:00,163.04,163.04,163.008,163.008,16.0
2023-12-26 17:15:00,163.4,163.4,163.0,163.0,25.0
2023-12-26 17:00:00,163.27,163.4,163.09,163.4,87.0
2023-12-26 16:45:00,163.0015,163.4,163.0015,163.4,101.0
2023-12-26 16:30:00,163.21,163.68,163.01,163.01,75.0
2023-12-26 16:15:00,163.21,163.68,163.02,163.21,4753.0
2023-12-26 16:00:00,163.21,163.3306,163.09,163.21,919329.0
2023-12-26 15:45:00,163.11,163.23,163.0,163.21,233080.0
2023-12-26 15:30:00,163.1,163.31,163.05,163.105,75632.0
2023-12-26 15:15:00,163.0,163.3,162.99,163.12,60585.0
2023-12-26 15:00:00,163.02,163.14,163.01,163.02,60128.0
2023-12-26 14:45:00,163.0,163.046,162.92,163.0162,48338.0
2023-12-26 14:30:00,162.965,163.1,162.965,163.0,48102.0
2023-12-26 14:15:00,162.9376,163.0216,162.93,162.9602,29096.0
2023-12-26 14:00:00,162.876,163.03,162.87,162.93,55563.0
2023-12-26 13:45:00,162.82,162.88,162.82,162.8766,31757.0
2023-12-26 13:30:00,162.85,162.88,162.78,162.83,55324.0
2023-12-26 13:15:00,162.87,162.89,162.83,162.84,38052.0
2023-12-26 13:00:00,162.75,162.86,162.72,162.85,56660.0
2023-12-26 12:45:00,162.73,162.79,162.7,162.73,28387.0
2023-12-26 12:30:00,162.77,162.78,162.69,162.746,38445.0
2023-12-26 12:15:00,162.77,162.84,162.745,162.77,32463.0
2023-12-26 12:00:00,162.75,162.79,162.69,162.76,24940.0
2023-12-26 11:45:00,162.76,162.83,162.66,162.7401,38934.0
2023-12-26 11:30:00,162.55,162.75,162.55,162.74,27899.0
2023-12-26 11:15:00,162.7282,162.75,162.5,162.57,36909.0
2023-12-26 11:00:00,162.64,162.73,162.56,162.71,44493.0
2023-12-26 10:45:00,162.64,162.69,162.5556,162.63,35511.0
2023-12-26 10:30:00,162.565,162.66,162.4877,162.6599,47618.0
2023-12-26 10:15:00,162.6619,162.72,162.52,162.56,43502.0
2023-12-26 10:00:00,162.2933,162.7,162.16,162.6654,45501.0
2023-12-26 09:45:00,162.1958,162.32,162.05,162.3133,45368.0
2023-12-26 09:30:00,162.23,162.5,162.11,162.11,84896.0
2023-12-26 09:15:00,162.41,162.48,162.24,162.24,588.0
2023-12-26 09:00:00,162.25,162.5,162.14,162.43,2503.0
2023-12-26 08:45:00,162.48,162.48,162.45,162.47,41.0
2023-12-26 08:30:00,162.453,162.5,162.24,162.4846,177.0
2023-12-26 08:15:00,162.5,162.5,162.3,162.3,98.0
2023-12-26 08:00:00,162.3,162.5,162.14,162.2,449.0
2023-12-26 07:45:00,162.48,162.48,162.48,162.48,1.0
2023-12-26 07:30:00,162.35,162.35,162.35,162.35,6.0
2023-12-26 07:15:00,162.25,162.48,162.25,162.48,100.0
2023-12-26 07:00:00,162.49,162.49,162.25,162.28,131.0
2023-12-26 06:45:00,162.47,162.47,162.47,162.47,2.0
2023-12-26 06:30:00,162.21,162.21,162.2,162.2,2.0
2023-12-26 06:15:00,162.35,162.35,162.2,162.2,35.0
2023-12-26 04:30:00,162.25,162.3,162.2,162.3,328.0
2023-12-26 04:15:00,162.2,162.2,162.2,162.2,3.0
2023-12-26 04:00:00,162.12,162.13,161.95,162.13,55.0
2023-12-22 19:45:00,162.01,162.25,162.01,162.25,304.0
2023-12-22 19:30:00,162.01,162.25,162.01,162.25,106.0
2023-12-22 19:15:00,162.13,162.25,162.02,162.25,304.0
2023-12-22 19:00:00,162.14,162.14,162.08,162.1,376482.0
2023-12-22 18:45:00,162.0,162.1,162.0,162.1,275.0
2023-12-22 18:30:00,162.14,162.25,162.01,162.25,378204.0
2023-12-22 18:15:00,162.12,162.12,162.11,162.12,22.0
2023-12-22 18:00:00,162.12,162.12,162.01,162.12,37.0
2023-12-22 17:45:00,162.1,162.14,162.1,162.11,828.0
2023-12-22 17:30:00,162.12,162.12,162.0,162.1,83.0
2023-12-22 17:15:00,161.97,162.12,161.95,162.12,476.0
2023-12-22 17:00:00,162.0,162.14,161.99,162.1,9610.0
2023-12-22 16:45:00,162.0,162.12,162.0,162.12,27.0
2023-12-22 16:30:00,162.14,162.14,161.73,162.0,17.0
2023-12-22 16:15:00,162.14,162.16,161.5,162.0,2738.0
2023-12-22 16:00:00,162.17,162.3,161.48,162.3,1174193.0
2023-12-22 15:45:00,162.07,162.2,161.87,162.2,353095.0
2023-12-22 15:30:00,162.09,162.1,161.885,162.06,119473.0
2023-12-22 15:15:00,162.08,162.11,161.96,162.08,101381.0
2023-12-22 15:00:00,162.05,162.18,161.99,162.0721,69563.0
2023-12-22 14:45:00,161.94,162.07,161.93,162.05,39567.0
2023-12-22 14:30:00,161.68,161.915,161.59,161.9,46332.0
2023-12-22 14:15:00,161.9545,161.965,161.64,161.7,52893.0
2023-12-22 14:00:00,162.08,162.09,161.88,161.9655,48980.0
2023-12-22 13:45:00,162.08,162.165,162.07,162.0901,43432.0
2023-12-22 13:30:00,162.24,162.27,162.06,162.1031,41586.0
2023-12-22 13:15:00,162.23,162.2557,162.16,162.23,29712.0
2023-12-22 13:00:00,162.14,162.27,162.12,162.2303,62984.0
2023-12-22 12:45:00,162.1081,162.16,162.05,162.12,33447.0
2023-12-22 12:30:00,161.9991,162.1049,161.9,162.1049,47267.0
2023-12-22 12:15:00,161.88,162.05,161.81,161.995,47347.0
2023-12-22 12:00:00,162.0525,162.121,161.88,161.88,49665.0
2023-12-22 11:45:00,161.96,162.11,161.91,162.04,53876.0
2023-12-22 11:30:00,162.14,162.24,161.9,161.97,49376.0
2023-12-22 11:15:00,162.0797,162.19,162.01,162.13,54579.0
2023-12-22 11:00:00,161.838,162.08,161.68,162.04,82025.0
2023-12-22 10:45:00,162.305,162.345,161.8164,161.825,74560.0
2023-12-22 10:30:00,162.18,162.41,162.15,162.31,132087.0
2023-12-22 10:15:00,161.755,162.16,161.7,162.16,72295.0
2023-12-22 10:00:00,161.69,161.8052,161.58,161.77,80414.0
2023-12-22 09:45:00,161.75,161.99,161.65,161.67,70709.0
2023-12-22 09:30:00,161.1,162.18,161.0,161.73,145834.0
2023-12-22 09:15:00,160.85,161.1,160.4322,161.1,527.0
2023-12-22 09:00:00,160.48,161.0,160.48,160.85,76.0
2023-12-22 08:45:00,160.68,161.0,160.48,160.76,253.0
2023-12-22 08:30:00,160.67,160.78,160.1,160.78,216.0
2023-12-22 08:15:00,160.63,160.85,160.6,160.63,183.0
2023-12-22 08:00:00,160.76,160.96,160.28,160.66,143.0
2023-12-22 07:45:00,160.5,160.5,160.18,160.18,338.0
2023-12-22 07:30:00,160.6,160.6,160.28,160.48,325.0
2023-12-22 07:15:00,160.58,160.78,160.58,160.78,89.0
2023-12-22 07:00:00,160.78,160.85,160.74,160.78,84.0
2023-12-22 06:45:00,160.61,160.61,160.5,160.6,6.0
2023-12-22 06:30:00,160.85,160.85,160.85,160.85,7.0
2023-12-22 06:15:00,160.66,160.66,160.66,160.66,91.0
2023-12-22 06:00:00,160.64,160.64,160.64,160.64,28.0
2023-12-22 05:45:00,160.86,160.86,160.6,160.6,2.0
2023-12-22 05:30:00,160.86,160.86,160.86,160.86,1.0
2023-12-22 05:15:00,160.9,160.9,160.9,160.9,1.0
2023-12-22 05:00:00,160.78,160.9,160.78,160.9,7.0
2023-12-22 04:15:00,160.78,160.87,160.78,160.87,4.0
2023-12-22 04:00:00,160.78,160.78,160.6,160.78,95.0
2023-12-21 19:45:00,160.61,160.78,160.51,160.78,51.0
2023-12-21 19:30:00,160.69,160.71,160.6,160.6,443.0
2023-12-21 19:15:00,160.78,160.78,160.5,160.5,54.0
2023-12-21 19:00:00,160.78,160.88,160.64,160.77,462872.0
2023-12-21 18:45:00,160.99,160.99,160.99,160.99,21.0
2023-12-21 18:30:00,160.78,160.96,160.78,160.96,462828.0
2023-12-21 18:15:00,160.9784,160.9784,160.5,160.5,29.0
2023-12-21 18:00:00,160.69,160.94,160.5,160.5,64.0
2023-12-21 17:45:00,160.88,160.99,160.72,160.99,295.0
2023-12-21 17:30:00,160.88,160.88,160.87,160.88,155.0
2023-12-21 17:15:00,160.5013,160.99,160.5,160.5,152.0
2023-12-21 17:00:00,160.88,160.88,160.88,160.88,5.0
2023-12-21 16:45:00,160.78,160.99,160.5,160.99,513.0
2023-12-21 16:30:00,160.83,160.83,160.5013,160.5013,1173.0
2023-12-21 16:15:00,160.78,161.0,160.08,161.0,113.0
2023-12-21 16:00:00,160.81,161.0,160.08,160.08,1457236.0
2023-12-21 15:45:00,160.64,160.88,160.615,160.77,325404.0
2023-12-21 15:30:00,160.57,160.72,160.425,160.64,121600.0
2023-12-21 15:15:00,160.25,160.56,160.19,160.56,109492.0
2023-12-21 15:00:00,160.06,160.29,159.98,160.255,69101.0
2023-12-21 14:45:00,160.095,160.199,160.01,160.065,72927.0
2023-12-21 14:30:00,159.91,160.1,159.875,160.08,102314.0
2023-12-21 14:15:00,159.59,159.928,159.54,159.91,74932.0
2023-12-21 14:00:00,159.88,159.91,159.53,159.59,116417.0
2023-12-21 13:45:00,159.86,159.985,159.84,159.89,74961.0
2023-12-21 13:30:00,160.09,160.21,159.85,159.85,53589.0
2023-12-21 13:15:00,160.06,160.24,159.9799,160.06,60819.0
2023-12-21 13:00:00,160.13,160.27,160.04,160.05,95862.0
2023-12-21 12:45:00,160.23,160.36,160.12,160.13,73184.0
2023-12-21 12:30:00,160.03,160.3103,160.015,160.25,75052.0
2023-12-21 12:15:00,160.0,160.1399,159.82,160.02,117896.0
2023-12-21 12:00:00,160.28,160.29,159.94,159.995,150930.0
2023-12-21 11:45:00,160.7108,160.73,160.3,160.3,55670.0
2023-12-21 11:30:00,161.0,161.02,160.699,160.7086,68727.0
2023-12-21 11:15:00,160.766,161.01,160.75,161.01,98780.0
2023-12-21 11:00:00,160.94,160.96,160.66,160.76,63314.0
2023-12-21 10:45:00,160.84,161.0,160.79,160.94,74739.0
2023-12-21 10:30:00,160.88,161.08,160.79,160.83,69679.0
2023-12-21 10:15:00,160.69,161.0788,160.69,160.86,60761.0
2023-12-21 10:00:00,160.94,161.0,160.52,160.65,62358.0
2023-12-21 09:45:00,160.91,161.04,160.73,160.94,62463.0
2023-12-21 09:30:00,160.59,161.05,160.28,160.97,132608.0
2023-12-21 09:15:00,160.98,161.17,160.58,160.58,945.0
2023-12-21 09:00:00,161.07,161.28,160.79,160.97,234.0
2023-12-21 08:45:00,160.79,161.25,160.7,160.8,261.0
2023-12-21 08:30:00,160.53,161.25,160.51,161.16,1644.0
2023-12-21 08:15:00,160.77,160.88,160.75,160.75,58.0
2023-12-21 08:00:00,160.68,162.41,160.05,160.65,466.0
2023-12-21 07:45:00,160.51,160.66,160.42,160.64,459.0
2023-12-21 07:30:00,160.45,160.6,160.45,160.51,318.0
2023-12-21 07:15:00,160.5,160.5,160.43,160.43,72.0
2023-12-21 07:00:00,160.4,160.74,160.4,160.6,200.0
2023-12-21 06:45:00,160.4,160.4,160.4,160.4,1.0
2023-12-21 06:15:00,160.4,160.4,160.4,160.4,1.0
2023-12-21 06:00:00,160.42,160.42,160.42,160.42,55.0
2023-12-21 05:45:00,160.25,160.4,160.25,160.4,35.0
2023-12-21 05:15:00,160.34,160.35,160.34,160.35,12.0
2023-12-21 05:00:00,160.49,160.53,160.44,160.5,21.0
2023-12-21 04:00:00,160.55,160.55,160.55,160.55,3.0
2023-12-20 19:45:00,160.4,160.65,160.34,160.65,158.0
2023-12-20 19:30:00,160.39,160.4,160.39,160.4,299.0
2023-12-20 19:15:00,160.33,160.3991,160.33,160.3991,520.0
2023-12-20 19:00:00,160.05,160.65,160.05,160.38,915392.0
2023-12-20 18:45:00,160.64,160.65,160.63,160.65,160.0
2023-12-20 18:30:00,160.05,160.65,160.05,160.65,918796.0
2023-12-20 18:15:00,160.05,160.59,160.05,160.59,38942.0
2023-12-20 18:00:00,160.15,160.6,160.06,160.6,155.0
2023-12-20 17:45:00,160.16,160.16,160.09,160.15,74.0
2023-12-20 17:30:00,160.15,160.6,160.09,160.15,67.0
2023-12-20 17:15:00,160.06,160.58,160.05,160.05,485907.0
2023-12-20 17:00:00,160.05,160.25,160.05,160.25,22.0
2023-12-20 16:45:00,160.0,160.37,160.0,160.08,27.0
2023-12-20 16:30:00,160.0,160.37,160.0,160.25,670.0
2023-12-20 16:15:00,160.05,160.29,160.0,160.05,1971.0
2023-12-20 16:00:00,160.09,160.3,160.0,160.1,2813090.0
2023-12-20 15:45:00,160.68,160.7,160.01,160.09,444923.0
2023-12-20 15:30:00,160.51,160.7,160.385,160.69,666013.0
2023-12-20 15:15:00,160.59,160.72,160.49,160.4925,120802.0
2023-12-20 15:00:00,160.61,160.67,160.29,160.556,153758.0
2023-12-20 14:45:00,161.1303,161.2889,160.55,160.6194,99895.0
2023-12-20 14:30:00,161.115,161.34,161.06,161.144,56179.0
2023-12-20 14:15:00,161.12,161.2,161.0,161.1143,77787.0
2023-12-20 14:00:00,161.1,161.15,160.96,161.14,81120.0
2023-12-20 13:45:00,161.18,161.24,161.07,161.1094,67528.0
2023-12-20 13:30:00,161.2,161.26,161.05,161.1627,70966.0
2023-12-20 13:15:00,161.16,161.2199,161.1,161.2199,65886.0
2023-12-20 13:00:00,161.36,161.36,161.12,161.16,65853.0
2023-12-20 12:45:00,161.58,161.58,161.29,161.37,78541.0
2023-12-20 12:30:00,161.75,161.75,161.54,161.58,82747.0
2023-12-20 12:15:00,161.75,161.8,161.7,161.745,105209.0
2023-12-20 12:00:00,161.64,161.775,161.57,161.775,66316.0
2023-12-20 11:45:00,161.27,161.65,161.25,161.64,83872.0
2023-12-20 11:30:00,161.38,161.38,161.17,161.27,83788.0
2023-12-20 11:15:00,161.48,161.55,161.3,161.35,71924.0
2023-12-20 11:00:00,161.33,161.51,161.2515,161.48,75839.0
2023-12-20 10:45:00,161.56,161.6,161.32,161.32,101035.0
2023-12-20 10:30:00,161.22,161.6,161.2,161.545,99220.0
2023-12-20 10:15:00,161.41,161.46,161.11,161.21,102968.0
2023-12-20 10:00:00,161.16,161.6,161.16,161.39,138232.0
2023-12-20 09:45:00,160.62,161.16,160.62,161.14,104910.0
2023-12-20 09:30:00,161.29,161.4,160.41,160.64,179201.0
2023-12-20 09:15:00,161.11,161.29,160.96,161.18,226.0
2023-12-20 09:00:00,161.29,161.29,161.05,161.15,910.0
2023-12-20 08:45:00,161.21,161.29,161.2,161.22,102.0
2023-12-20 08:30:00,161.1,161.2,161.1,161.2,161.0
2023-12-20 08:15:00,161.2,161.2,161.2,161.2,527.0
2023-12-20 08:00:00,160.96,161.57,160.96,161.2,594.0
2023-12-20 07:45:00,161.15,161.15,161.14,161.14,8.0
2023-12-20 07:30:00,161.23,161.23,161.23,161.23,16.0
2023-12-20 07:15:00,161.14,161.18,161.14,161.16,55.0
2023-12-20 07:00:00,160.86,161.23,160.84,161.23,392.0
2023-12-20 06:45:00,160.83,160.83,160.83,160.83,1.0
2023-12-20 06:30:00,161.03,161.04,160.75,161.0,301.0
2023-12-20 06:15:00,161.03,161.03,161.03,161.03,3.0
2023-12-20 05:45:00,161.1,161.1,161.1,161.1,2.0
